회사명,카테고리,설명,링크
Paladin AI Inc.,TRAVEL & HOSPITALITY,"Paladin AI is a pilot training data analytics company that accelerates pilot training, objectively qualified pilots, automates competency assessments and virtualizes instruction.",https://www.plugandplaytechcenter.com/startup/paladin-ai
Panax,FINTECH,"AI-driven cash management for lean finance teams. Streamline treasury operations, control cash flow, generate strategic insights, optimize liquidity",https://www.plugandplaytechcenter.com/startup/thepanax-com
Paramark,BRAND & RETAIL,Marketing measurement and forecasting for fast-growing businesses.,https://www.plugandplaytechcenter.com/startup/paramark-com
Parcha,FINTECH,"AI that eliminates manual workflows, enabling businesses to serve more customers faster.",https://www.plugandplaytechcenter.com/startup/parcha-ai
Parthean,FINTECH,Parthean builds financial education that drives outcomes.,https://www.plugandplaytechcenter.com/startup/parthean-com
Particula,REAL ESTATE & CONSTRUCTION,"Particula provides extensive quality assessments and analytics of tokenized real-world assets, empowering investors for confident decision-making in the digital asset space.",https://www.plugandplaytechcenter.com/startup/particula-earth
PartnerSpace,FINTECH,Partnerspace is a partnership co-pilot that helps financial institutions and insurers expand customer acquisition by unlocking new distribution channels through affiliate and embedded partnerships with tech platforms.,https://www.plugandplaytechcenter.com/startup/withemerge-com
pass_by,SUPPLY CHAIN,Access any store’s performance with AI,https://www.plugandplaytechcenter.com/startup/passby-com
Passage,MOBILITY,Our mission is to provide access to life-changing educational and career opportunities.,https://www.plugandplaytechcenter.com/startup/passage-com
Pathover,SUPPLY CHAIN,Pathover is an API-based intelligent optimization and logistics solution for the last mile.,https://www.plugandplaytechcenter.com/startup/pathover-com
PatientPartner,HEALTH,"PatientPartner is a patient engagement platform that increases conversion, acquisition, patient-driven adoption, and adherence for their clients in the pharma/med-tech industry.",https://www.plugandplaytechcenter.com/startup/patientpartner-com
Pattern Project,FOOD & BEVERAGE,"Pattern Project is an AI-powered production flow planner, enabling fashion brands and factories to leverage on-demand production to match supply with demand while avoiding overproduction & boosting profits.",https://www.plugandplaytechcenter.com/startup/pattern-project-com
Paxton.ai,FINTECH,Paxton.ai is a Regulatory Compliance Platform powered by Generative AI,https://www.plugandplaytechcenter.com/startup/paxton-ai
PayActiv,ENTERPRISE & AI,PayActiv offers a holistic financial wellness platform for employees.,https://www.plugandplaytechcenter.com/startup/payactiv-com
Payflow,FINTECH,Payflow provides employees instant access to earned salary.,https://www.plugandplaytechcenter.com/startup/payflow-es
PayGround,HEALTH,PayGround makes healthcare bill-pay simple by getting providers and patients on the same payment platform.,https://www.plugandplaytechcenter.com/startup/payground-com
PayPal,카테고리 없음,PayPal provides online payment solutions to its users worldwide.,https://www.plugandplaytechcenter.com/startup/paypal-com
PaySend,BRAND & RETAIL,PaySend is a fintech company that solves the universal problem to securely enable any bank card to send and receive money worldwide.,https://www.plugandplaytechcenter.com/startup/paysend-com
PayTic,FINTECH,Our SaaS is the only solution that enables banks and fintech to focus on scale while automating the burdensome and manual back-office tasks related to Payment/Card Operations and Compliance.,https://www.plugandplaytechcenter.com/startup/payticconnect-com
Paytweak,FINTECH,"Paytweak offers innovative and smart payment services anywhere, at any time, on any device.",https://www.plugandplaytechcenter.com/startup/paytweak-com
Pcsso,BRAND & RETAIL,"Pcsso is a visual search engine offering image-based product suggestions for electronics, clothing, shoes, accessories, and more.",https://www.plugandplaytechcenter.com/startup/pcsso-com
Peachscore,DEEPTECH,FICO Score for Startups,https://www.plugandplaytechcenter.com/startup/peachscore-com
Pebby Corporation,AGTECH,Pebby: The World's Most Advanced Robotic Pet Sitter,https://www.plugandplaytechcenter.com/startup/getpebby-com
Peimi,카테고리 없음,Peimi is a variable compensation platform that helps align company and employee goals and incentives by automating all aspects of sales commission plans.,https://www.plugandplaytechcenter.com/startup/peimi-co
Pendella,INSURTECH,Embedded insurance solution for life and disability insurance,https://www.plugandplaytechcenter.com/startup/pendella-com
Penfold,INSURTECH,Pensions made easy.,https://www.plugandplaytechcenter.com/startup/getpenfold-com
Penguin AI,INSURTECH,"building, testing, refining, and deploying custom large language models",https://www.plugandplaytechcenter.com/startup/penguinai-co
penny.,ENTERPRISE & AI,Procurement And Spending Management Software,https://www.plugandplaytechcenter.com/startup/penny-co
Perceiv AI,HEALTH,AI-driven precision medicine for clinical trials,https://www.plugandplaytechcenter.com/startup/perceiv-ai
Perceptive Sensor Technologies Inc.,ENERGY,"PST is a transportation, logistics, supply chain, and storage firm for designs manufactures, and sells technology identifying liquids.",https://www.plugandplaytechcenter.com/startup/perceptivesensors-com
Peregrine.ai,DEEPTECH,"AI-powered vision, for smarter cameras. Creating new value from visual data in mobility.",https://www.plugandplaytechcenter.com/startup/peregrine-ai
Perfat,FOOD & BEVERAGE,Functional alternative animal fats from vegetables oils,https://www.plugandplaytechcenter.com/startup/perfat-com
Periksa.id,HEALTH,"Periksa.id creates solutions that can improve the quality of health services, such as writing notes and prescriptions, code encounters, and manage patients in our fully integrated, cloud-based EHR.",https://www.plugandplaytechcenter.com/startup/periksa-id
Perisphere,REAL ESTATE & CONSTRUCTION,End-to-end AI valuation platform for real estate agents.,https://www.plugandplaytechcenter.com/startup/perisphere-io
PERS,AEROSPACE & DEFENSE,PERS is an innovative startup which aim to develop energy recovery devices for the industry. We enhance world's energy!,https://www.plugandplaytechcenter.com/startup/hyp-er-com
Personify XP,BRAND & RETAIL,Personify XP automates digital experiences for anonymous digital shoppers driving an average increase of 10% in revenue.,https://www.plugandplaytechcenter.com/startup/personifyxp-com
Petram Technologies,SUSTAINABILITY,We Fracture Rock With Electrical Pulses.,https://www.plugandplaytechcenter.com/startup/petramtechnologies-com
PFNZ,SUPPLY CHAIN,"PFNZ matches trucking fleets' unused capacity with freight loads to cut empty miles, reduce emissions, and improve efficiency",https://www.plugandplaytechcenter.com/startup/privatefleetnz-com
Pharmacy Marts,HEALTH,First End-to-End B2B supplies platform for pharmacies in Egypt.,https://www.plugandplaytechcenter.com/startup/pharmacymarts-com
Pharme.it,HEALTH,It is a vertical SaaS for pharmacists.,https://www.plugandplaytechcenter.com/startup/pharme-it
Pharmesol,HEALTH,Pharmesol is a clinical services platform that automates follow-up care for medications.,https://www.plugandplaytechcenter.com/startup/pharmesol-com
Pharmista Technologies,GLOBAL OVERSEAS ACCELERATION & LEARNING (GOAL),"Dx/Device, reusable screening for pregnancy",https://www.plugandplaytechcenter.com/startup/pharmistatechnologies-com
Phononic Vibes,ENERGY,"Phononic Vibes introduces a new patented technology for vibration and noise control and isolation, with a circular economy approach.",https://www.plugandplaytechcenter.com/startup/phononicvibes-com
Pikcio (ex-MatchupBox),FINTECH,"An innovative and compliant environment for unlocking the value fo personal data and digital indentities, based on proprietary blockchain",https://www.plugandplaytechcenter.com/startup/matchupbox-com
Pinn,TRAVEL & HOSPITALITY,"Pinn's mission is to make interactions frictionless, secure, and intelligent.",https://www.plugandplaytechcenter.com/startup/pinn-ai
Pipra AG,HEALTH,Reducing the burden of delirium through digitalization. PIPRA AG (short for Pre-Interventional Preventive Risk Assessment) has developed a cutting-edge AI-based pre-operative tool called PIPRA to assess the risk of a patient developing POD(Post Operative Delirium),https://www.plugandplaytechcenter.com/startup/pipra-ch
Pitchit.ai,DEEPTECH,AI First Response Platform.,https://www.plugandplaytechcenter.com/startup/pitchit-ai
Pitz,FINTECH,AI super highlight generator for youth sports,https://www.plugandplaytechcenter.com/startup/pitz-io
Pivot Electric Machine Corp.,SUSTAINABILITY,Reducing mining costs by converting diesel powered heavy haul trucks to battery electric power systems.,https://www.plugandplaytechcenter.com/startup/pivotemcorp-com
Pixoanalytics,SUPPLY CHAIN,"PixoAnalytics is a unique code generating technology using paper art, and the future technology for non-tampered identification.",https://www.plugandplaytechcenter.com/startup/pixoanalytics-com
Planet Sustainable Technologies,NEW MATERIALS & PACKAGING,"At Planet Sustainable Technologies, we develop sustainable technologies to reduce the carbon footprint of plastic and fully biodegrade plastic waste leaving behind no toxins or microplastics.",https://www.plugandplaytechcenter.com/startup/planetpolymers-co
Plasmos,카테고리 없음,AI driven Venture Capital,https://www.plugandplaytechcenter.com/startup/plasmos-vc
PlasticFri,FOOD & BEVERAGE,Turning Agricultural Waste To Plant-based Alternatives for replacing Plastics,https://www.plugandplaytechcenter.com/startup/plasticfri-com
Plata,FINTECH,Plata is the all-in-one banking platform modernizing financial services for unbanked Latinos through partnerships with employers,https://www.plugandplaytechcenter.com/startup/conplata-com
Plot,TRAVEL & HOSPITALITY,Plot pairs IoT sensors and cloud-based software to provide airport and city monitoring.,https://www.plugandplaytechcenter.com/startup/tryplot-co
Pluggy,FINTECH,"We are the easiest way for applications to connect to their users' financial accounts. We make open banking accessible to every innovator through a developer friendly, secure and compliant solution that can be easily implemented, no matter how busy your development pipeline is.",https://www.plugandplaytechcenter.com/startup/pluggy-ai
Plunk,카테고리 없음,"Plunk’s advanced analytics revolutionize the way homeowners, home experts, and investors value and invest in residential real estate—through the power of AI, Machine Learning and image analysis.",https://www.plugandplaytechcenter.com/startup/getplunk-com
"PLYR Technologies, Inc",MEDIA & ADVERTISING,Follow Players. Get Notified. Watch Live. The next generation fan-engagement app for the next generation fan.,https://www.plugandplaytechcenter.com/startup/plyrapp-com
"PnPAi, co.",BRAND & RETAIL,PnPAI builds an AIaaS engine that helps companies integrate AI into their business in hours. PnPAI makes it easier and cheaper for many companies to adopt AI approaches to improve their business.,https://www.plugandplaytechcenter.com/startup/pnpai-co
